2018	The Primrose	Paula Lago	6.3	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_primrose_2018
2019	Mad Mom	Phill Freeman	5.0	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/mad_mom_2019
1947	Pirates of Monterey	Luisa Molina	5.4	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/pirates_of_monterey_1947
2005	The Cave	Claire Johnson	7.1	Película entretenida para pasar el rato	https.//forummovies.org/reviews/claire_johnson/the_cave_2005
1998	Senseless	Paula Lago	5.6	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/senseless_1998
2021	Nose	Phill Freeman	6.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/nose_2021
2015	Marcus	Fermín Álvarez	7.2	Película entretenida para pasar el rato	https.//forummovies.org/reviews/fermín_álvarez/marcus_2015
1999	Election	Oscar Gutiérrez	6.7	Una buena película para ver con tu pareja	https.//palomitas.com/películas/oscar_gutiérrez/election_1999
2021	Yearly Departed	Phill Freeman	4.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/yearly_departed_2021
1999	Election	Oscar Gutiérrez	6.9	Una buena película para ver con tu pareja	https.//palomitas.com/películas/oscar_gutiérrez/election_1999
2016	Fanny's Journey	Paula Lago	6.6	Gran película, muy recomendable	https.//cinemanía.com/paula/paula_lago/fanny's_journey_2016
1974	Dirty O'Neil	Paula Lago	4.7	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/dirty_o'neil_1974
1972	Made	Luisa Molina	6.1	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/made_1972
2005	Red Carpet	Claire Johnson	3.0	Una película aburrida	https.//forummovies.org/reviews/claire_johnson/red_carpet_2005
1988	Hairspray	Paula Lago	6.3	Una buena película para ver con tu pareja	https.//cinemanía.com/paula/paula_lago/hairspray_1988
2012	John Carter	Luisa Molina	6.2	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/john_carter_2012
2020	City Hall	Paul Pendergast	6.9	Película entretenida para pasar el rato	https.//forummovies.org/reviews/paul_pendergast/city_hall_2020
2019	Scary Stories to Tell in the Dark	Phill Freeman	5.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/scary_stories_to_tell_in_the_dark_2019
2012	Alien Uprising	Luisa Molina	2.7	Una película aburrida	https.//foro_pelis.es/luisam/luisa_molina/alien_uprising_2012
2012	Les Misu00e9rables	Luisa Molina	7.0	Una buena película para ver con tu pareja	https.//foro_pelis.es/luisam/luisa_molina/les_misu00e9rables_2012
2018	Morning Show Mysteries Morning Show Mystery: Mortal Mishaps	Paula Lago	6.1	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/morning_show_mysteries_morning_show_mystery:_mortal_mishaps_2018
2019	Letters from a Nut	Phill Freeman	4.5	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/letters_from_a_nut_2019
2009	Tinker Bell and the Lost Treasure	Phill Freeman	6.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/tinker_bell_and_the_lost_treasure_2009
2006	Click	Oscar Gutiérrez	6.0	Una buena película para ver con tu pareja	https.//palomitas.com/películas/oscar_gutiérrez/click_2006
1946	Blue Skies	Paula Lago	6.0	Una buena película para ver con tu pareja	https.//cinemanía.com/paula/paula_lago/blue_skies_1946
2021	Julia	Phill Freeman	7.2	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/julia_2021
2011	Lucky	Phill Freeman	4.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/lucky_2011
2015	Black	Fermín Álvarez	7.7	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/fermín_álvarez/black_2015
2012	Jesse Stone: Benefit of the Doubt	Luisa Molina	6.6	Gran película, muy recomendable	https.//foro_pelis.es/luisam/luisa_molina/jesse_stone:_benefit_of_the_doubt_2012
1943	Hangmen Also Die!	Oscar Gutiérrez	7.0	Película entretenida para pasar el rato	https.//palomitas.com/películas/oscar_gutiérrez/hangmen_also_die!_1943
2005	Lords of Dogtown	Claire Johnson	6.7	Película entretenida para pasar el rato	https.//forummovies.org/reviews/claire_johnson/lords_of_dogtown_2005
2014	The Last Saint	Paula Lago	4.8	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_last_saint_2014
1936	Wedding Present	Oscar Gutiérrez	5.8	Una buena película para ver con tu pareja	https.//palomitas.com/películas/oscar_gutiérrez/wedding_present_1936
2020	Gunned Down	Paul Pendergast	4.7	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/gunned_down_2020
2011	Roman Polanski: A Film Memoir	Phill Freeman	6.7	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/roman_polanski:_a_film_memoir_2011
1975	Race with the Devil	Claire Johnson	6.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/race_with_the_devil_1975
2017	Mary Goes Round	Carlos Alonso	6.3	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/mary_goes_round_2017
2016	Attenborough's Life That Glows	Paula Lago	7.9	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/attenborough's_life_that_glows_2016
1998	Your Friends and Neighbors	Paula Lago	5.9	Una buena película para ver con tu pareja	https.//cinemanía.com/paula/paula_lago/your_friends_and_neighbors_1998
2016	Azhar	Paula Lago	5.3	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/azhar_2016
2017	November	Carlos Alonso	6.9	Una buena película para ver con tu pareja	https.//palomitas.com/películas/carlos_alonso/november_2017
2008	King Lear	Fermín Álvarez	7.2	Gran película, muy recomendable	https.//forummovies.org/reviews/fermín_álvarez/king_lear_2008
2012	Evoscarion: 3.0 You Can (Not) Redo	Luisa Molina	6.6	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/evoscarion:_3.0_you_can_(not)_redo_2012
2017	Stronger	Carlos Alonso	6.6	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/stronger_2017
1996	The Frighteners	Paula Lago	6.8	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/the_frighteners_1996
2017	The Climb	Carlos Alonso	5.5	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/the_climb_2017
2011	Hindenburg: The Last Flight	Phill Freeman	5.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/hindenburg:_the_last_flight_2011
2010	Shutter Island	Paul Pendergast	7.9	Película entretenida para pasar el rato	https.//forummovies.org/reviews/paul_pendergast/shutter_island_2010
2016	Terra Formars	Paula Lago	4.5	Una película aburrida	https.//cinemanía.com/paula/paula_lago/terra_formars_2016
1998	9413	Paula Lago	5.2	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/9413_1998
2022	Frederick Douglass: In Five Speeches	Fermín Álvarez	7.5	Película entretenida para pasar el rato	https.//forummovies.org/reviews/fermín_álvarez/frederick_douglass:_in_five_speeches_2022
2010	8213: Gacy House	Paul Pendergast	2.8	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/8213:_gacy_house_2010
2006	Color It Yellow	Oscar Gutiérrez	7.8	Película entretenida para pasar el rato	https.//palomitas.com/películas/oscar_gutiérrez/color_it_yellow_2006
2014	Reach Me	Paula Lago	4.6	Una película aburrida	https.//cinemanía.com/paula/paula_lago/reach_me_2014
1961	Buddha	Phill Freeman	6.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/buddha_1961
2011	Cargo	Phill Freeman	5.3	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/cargo_2011
2009	The Maid	Phill Freeman	7.0	Gran película, muy recomendable	https.//forummovies.org/reviews/phill_freeman/the_maid_2009
2001	See Spot Run	Fermín Álvarez	5.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/see_spot_run_2001
2019	Flying Cars	Phill Freeman	4.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/flying_cars_2019
2016	The Game of Love	Paula Lago	3.9	Una película aburrida	https.//cinemanía.com/paula/paula_lago/the_game_of_love_2016
2012	The Cold Light of Day	Luisa Molina	4.6	Una película aburrida	https.//foro_pelis.es/luisam/luisa_molina/the_cold_light_of_day_2012
1990	Nightbreed	Paul Pendergast	6.2	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/paul_pendergast/nightbreed_1990
2003	The In-Laws	Phill Freeman	5.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_in-laws_2003
2008	The Love Guru	Fermín Álvarez	3.5	Una película aburrida	https.//forummovies.org/reviews/fermín_álvarez/the_love_guru_2008
2015	Landraub	Fermín Álvarez	7.4	Un buen documental	https.//forummovies.org/reviews/fermín_álvarez/landraub_2015
2015	Tired Violence	Fermín Álvarez	7.3	Un buen documental	https.//forummovies.org/reviews/fermín_álvarez/tired_violence_2015
2005	Heart of the Beholder	Claire Johnson	5.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/heart_of_the_beholder_2005
2020	Relaxing Old Footage with Joe Pera	Paul Pendergast	7.7	Película entretenida para pasar el rato	https.//forummovies.org/reviews/paul_pendergast/relaxing_old_footage_with_joe_pera_2020
2014	Beyond the Reach	Paula Lago	5.3	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/beyond_the_reach_2014
2020	Deported	Paul Pendergast	5.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/deported_2020
2016	Kaleidoscope	Paula Lago	5.5	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/kaleidoscope_2016
2016	The Joy of Data	Paula Lago	6.4	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_joy_of_data_2016
1971	Le Mans	Oscar Gutiérrez	6.4	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/le_mans_1971
2013	Cavemen	Oscar Gutiérrez	5.0	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/cavemen_2013
2002	White Oleander	Luisa Molina	6.8	Película entretenida para pasar el rato	https.//foro_pelis.es/luisam/luisa_molina/white_oleander_2002
2019	Rupert, Rupert & Rupert	Phill Freeman	5.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/rupert,_rupert_&_rupert_2019
1994	The Chase	Fermín Álvarez	6.3	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/fermín_álvarez/the_chase_1994
2015	Tamago	Fermín Álvarez	6.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/tamago_2015
2020	Unsinkable: Japan's Lost Battleship	Paul Pendergast	6.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/unsinkable:_japan's_lost_battleship_2020
1984	Flashpoint	Paula Lago	6.1	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/flashpoint_1984
2019	Missbehavior	Phill Freeman	5.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/missbehavior_2019
2016	Lone Wolves	Paula Lago	1.9	Una película aburrida	https.//cinemanía.com/paula/paula_lago/lone_wolves_2016
2020	Princess Cut	Paul Pendergast	4.6	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/princess_cut_2020
2019	Good Newwz	Phill Freeman	6.5	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/good_newwz_2019
2012	Ice Age: Continental Drift	Luisa Molina	6.2	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/ice_age:_continental_drift_2012
1988	Maybe Baby	Paula Lago	5.0	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/maybe_baby_1988
2016	Garage Sale Mysteries Garage Sale Mystery: The Novel Murders	Paula Lago	6.7	Gran película, muy recomendable	https.//cinemanía.com/paula/paula_lago/garage_sale_mysteries_garage_sale_mystery:_the_novel_murders_2016
2014	The Last Passenger: A True Story	Paula Lago	5.2	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_last_passenger:_a_true_story_2014
2019	Adolescents	Phill Freeman	6.8	Un buen documental	https.//forummovies.org/reviews/phill_freeman/adolescents_2019
1954	Three Cases of Murder	Paula Lago	6.2	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/three_cases_of_murder_1954
2015	The Return	Fermín Álvarez	4.4	Una película aburrida	https.//forummovies.org/reviews/fermín_álvarez/the_return_2015
2017	Terror in Woods Creek	Carlos Alonso	3.0	Una película aburrida	https.//palomitas.com/películas/carlos_alonso/terror_in_woods_creek_2017
2020	Fatal Journey	Paul Pendergast	4.9	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/fatal_journey_2020
2006	Pumpkinhead: Ashes to Ashes	Oscar Gutiérrez	4.0	Una película aburrida	https.//palomitas.com/películas/oscar_gutiérrez/pumpkinhead:_ashes_to_ashes_2006
1952	Folly to Be Wise	Carlos Alonso	5.8	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/folly_to_be_wise_1952
1986	52 Pick-Up	Paula Lago	6.1	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/52_pick-up_1986
1978	The Buddy Holly Story	Carlos Alonso	6.9	Película entretenida para pasar el rato	https.//palomitas.com/películas/carlos_alonso/the_buddy_holly_story_1978
1971	Sweet Sweetback's Baadasssss Song	Oscar Gutiérrez	5.2	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/sweet_sweetback's_baadasssss_song_1971
2015	Retribution	Fermín Álvarez	5.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/retribution_2015
2021	Into Schrodinger's Box	Phill Freeman	3.8	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/into_schrodinger's_box_2021
2020	Primal	Paul Pendergast	4.5	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/primal_2020
2007	The Land Before Time XIII: The Wisdom of Friends	Luisa Molina	4.8	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/the_land_before_time_xiii:_the_wisdom_of_friends_2007
2020	Original Gangster	Paul Pendergast	4.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/original_gangster_2020
2022	Jon Stewart: The Kennedy Center Mark Twain Prize for American Humor	Fermín Álvarez	7.1	Película entretenida para pasar el rato	https.//forummovies.org/reviews/fermín_álvarez/jon_stewart:_the_kennedy_center_mark_twain_prize_for_american_humor_2022
1951	The House on Telegraph Hill	Phill Freeman	6.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_house_on_telegraph_hill_1951
2004	Yesterday	Carlos Alonso	6.5	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/yesterday_2004
2017	Suite 313	Carlos Alonso	4.3	Una película aburrida	https.//palomitas.com/películas/carlos_alonso/suite_313_2017
2022	Anek	Fermín Álvarez	6.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/anek_2022
1995	The Day of the Beast	Claire Johnson	7.0	Película entretenida para pasar el rato	https.//forummovies.org/reviews/claire_johnson/the_day_of_the_beast_1995
2021	The Shuroo Process	Phill Freeman	4.2	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/the_shuroo_process_2021
2020	Next Door Neighbor	Paul Pendergast	6.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/next_door_neighbor_2020
2019	Crypsis	Phill Freeman	2.3	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/crypsis_2019
2012	Les Misu00e9rables	Luisa Molina	7.4	Una buena película para ver con tu pareja	https.//foro_pelis.es/luisam/luisa_molina/les_misu00e9rables_2012
2007	The Nines	Luisa Molina	6.0	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/the_nines_2007
2005	Pooh's Heffalump Movie	Claire Johnson	6.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/claire_johnson/pooh's_heffalump_movie_2005
2021	The Green Sea	Phill Freeman	5.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/the_green_sea_2021
2020	Dance of the 41	Paul Pendergast	6.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/dance_of_the_41_2020
2018	Cuban Food Stories	Paula Lago	7.0	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/cuban_food_stories_2018
1964	Nightmare	Oscar Gutiérrez	6.5	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/nightmare_1964
2018	K.G.F: Chapter 1	Paula Lago	8.0	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/k.g.f:_chapter_1_2018
1983	To Be or Not to Be	Phill Freeman	6.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/to_be_or_not_to_be_1983
1988	It's a Mad, Mad, Mad World II	Paula Lago	6.4	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/it's_a_mad,_mad,_mad_world_ii_1988
2007	Joy Division	Luisa Molina	7.5	Película entretenida para pasar el rato	https.//foro_pelis.es/luisam/luisa_molina/joy_division_2007
2017	Armed Response	Carlos Alonso	3.5	Una película aburrida	https.//palomitas.com/películas/carlos_alonso/armed_response_2017
2017	Rumble	Carlos Alonso	3.5	Una película aburrida	https.//palomitas.com/películas/carlos_alonso/rumble_2017
2018	Down a Dark Hall	Paula Lago	4.8	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/down_a_dark_hall_2018
1978	The Chant of Jimmie Blacksmith	Carlos Alonso	7.1	Gran película, muy recomendable	https.//palomitas.com/películas/carlos_alonso/the_chant_of_jimmie_blacksmith_1978
1976	Bruce Lee: The Man, the Myth	Paula Lago	5.0	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/bruce_lee:_the_man,_the_myth_1976
2019	Queen of Spades: Through the Looking Glass	Phill Freeman	4.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/queen_of_spades:_through_the_looking_glass_2019
2001	Dagon	Fermín Álvarez	6.0	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/dagon_2001
2019	Don't Let Go	Phill Freeman	6.2	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/don't_let_go_2019
2020	Psychos & Socios	Paul Pendergast	4.6	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/psychos_&_socios_2020
2021	Witch Hunt	Phill Freeman	4.6	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/witch_hunt_2021
1992	Assassins...	Oscar Gutiérrez	5.7	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/assassins..._1992
2011	Agency of Vengeance: Dark Rising	Phill Freeman	3.7	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/agency_of_vengeance:_dark_rising_2011
1993	Posse	Phill Freeman	5.3	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/posse_1993
1992	An Ungentlemanly Act	Oscar Gutiérrez	7.0	Película entretenida para pasar el rato	https.//palomitas.com/películas/oscar_gutiérrez/an_ungentlemanly_act_1992
1993	Posse	Phill Freeman	6.3	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/posse_1993
2016	Never-Ending Man: Hayao Miyazaki	Paula Lago	6.6	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/never-ending_man:_hayao_miyazaki_2016
2006	Elf Bowling the Movie: The Great North Pole Elf Strike	Oscar Gutiérrez	1.7	Una película aburrida	https.//palomitas.com/películas/oscar_gutiérrez/elf_bowling_the_movie:_the_great_north_pole_elf_strike_2006
2017	The Sixth Time	Carlos Alonso	4.3	Una película aburrida	https.//palomitas.com/películas/carlos_alonso/the_sixth_time_2017
1996	Forbidden City Cop	Paula Lago	6.7	Una buena película para ver con tu pareja	https.//cinemanía.com/paula/paula_lago/forbidden_city_cop_1996
1989	Farewell to the King	Phill Freeman	6.0	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/farewell_to_the_king_1989
1999	Redball	Oscar Gutiérrez	4.6	Una película aburrida	https.//palomitas.com/películas/oscar_gutiérrez/redball_1999
1977	Rabid	Luisa Molina	5.0	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/rabid_1977
1973	Female Prisoner Scorpion: #701's Grudge Song	Fermín Álvarez	6.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/female_prisoner_scorpion:_#701's_grudge_song_1973
1965	Mirage	Carlos Alonso	7.0	Película entretenida para pasar el rato	https.//palomitas.com/películas/carlos_alonso/mirage_1965
1994	The Lion King	Fermín Álvarez	8.3	Película entretenida para pasar el rato	https.//forummovies.org/reviews/fermín_álvarez/the_lion_king_1994
2014	99 Homes	Paula Lago	6.9	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/99_homes_2014
1974	Thunderbolt and Lightfoot	Paula Lago	6.8	Gran película, muy recomendable	https.//cinemanía.com/paula/paula_lago/thunderbolt_and_lightfoot_1974
1973	No Way Out	Fermín Álvarez	3.6	Una película aburrida	https.//forummovies.org/reviews/fermín_álvarez/no_way_out_1973
2020	Christmas in Evergreen: Bells Are Ringing	Paul Pendergast	5.6	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/christmas_in_evergreen:_bells_are_ringing_2020
2000	Submerged	Paul Pendergast	3.0	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/submerged_2000
1997	Speed 2: Cruise Control	Luisa Molina	3.7	Una película aburrida	https.//foro_pelis.es/luisam/luisa_molina/speed_2:_cruise_control_1997
2014	Cruel Will	Paula Lago	3.2	Una película aburrida	https.//cinemanía.com/paula/paula_lago/cruel_will_2014
2010	Breaking the Press	Paul Pendergast	4.5	Una película aburrida	https.//forummovies.org/reviews/paul_pendergast/breaking_the_press_2010
2018	Fishbowl California	Paula Lago	5.1	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/fishbowl_california_2018
1988	Hollywood Chainsaw Hookers	Paula Lago	5.1	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/hollywood_chainsaw_hookers_1988
1994	Star Trek: Generations	Fermín Álvarez	6.4	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/star_trek:_generations_1994
2016	Inside	Paula Lago	6.5	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/inside_2016
2019	I Spit on Your Grave: Deja Vu	Phill Freeman	2.2	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/i_spit_on_your_grave:_deja_vu_2019
2002	Bad Company	Luisa Molina	5.2	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/bad_company_2002
2019	A Wreck Without You	Phill Freeman	3.9	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/a_wreck_without_you_2019
2015	Canners	Fermín Álvarez	6.6	Un buen documental	https.//forummovies.org/reviews/fermín_álvarez/canners_2015
1998	Mel	Paula Lago	3.7	Una película aburrida	https.//cinemanía.com/paula/paula_lago/mel_1998
2014	Kahlil Gibran's The Prophet	Paula Lago	6.8	Gran película, muy recomendable	https.//cinemanía.com/paula/paula_lago/kahlil_gibran's_the_prophet_2014
1997	Volcano: Fire on the Mountain	Luisa Molina	4.4	Una película aburrida	https.//foro_pelis.es/luisam/luisa_molina/volcano:_fire_on_the_mountain_1997
2012	Brave	Luisa Molina	3.8	Una película aburrida	https.//foro_pelis.es/luisam/luisa_molina/brave_2012
2017	A Life in Waves	Carlos Alonso	6.7	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/carlos_alonso/a_life_in_waves_2017
2017	Ana, My Love	Carlos Alonso	6.5	Una buena película para ver con tu pareja	https.//palomitas.com/películas/carlos_alonso/ana,_my_love_2017
2018	Perfect	Paula Lago	4.6	Una película aburrida	https.//cinemanía.com/paula/paula_lago/perfect_2018
1994	Only You	Fermín Álvarez	6.6	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/fermín_álvarez/only_you_1994
2021	Ferry	Phill Freeman	6.9	Gran película, muy recomendable	https.//forummovies.org/reviews/phill_freeman/ferry_2021
2002	Bad Company	Luisa Molina	5.5	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/bad_company_2002
1929	The Great Gabbo	Oscar Gutiérrez	5.9	Me gustó mucho y disfruté viéndola	https.//palomitas.com/películas/oscar_gutiérrez/the_great_gabbo_1929
2021	Julia	Phill Freeman	4.5	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/julia_2021
2004	Intimate Strangers	Carlos Alonso	5.9	Una buena película para ver con tu pareja	https.//palomitas.com/películas/carlos_alonso/intimate_strangers_2004
2010	How to Train Your Dragon	Paul Pendergast	7.1	Película entretenida para pasar el rato	https.//forummovies.org/reviews/paul_pendergast/how_to_train_your_dragon_2010
2019	Lost Transmissions	Phill Freeman	4.1	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/lost_transmissions_2019
2014	The Trip to Italy	Paula Lago	5.6	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_trip_to_italy_2014
2019	Born in a Ballroom	Phill Freeman	7.4	Película entretenida para pasar el rato	https.//forummovies.org/reviews/phill_freeman/born_in_a_ballroom_2019
1996	Breaking the Waves	Paula Lago	6.8	Una buena película para ver con tu pareja	https.//cinemanía.com/paula/paula_lago/breaking_the_waves_1996
1998	Kirikou and the Sorceress	Paula Lago	6.5	Película entretenida para pasar el rato	https.//cinemanía.com/paula/paula_lago/kirikou_and_the_sorceress_1998
2015	Jupiter Ascending	Fermín Álvarez	4.3	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/fermín_álvarez/jupiter_ascending_2015
2002	Real Women Have Curves	Luisa Molina	5.9	Me gustó mucho y disfruté viéndola	https.//foro_pelis.es/luisam/luisa_molina/real_women_have_curves_2002
2010	Lover's Discourse	Paul Pendergast	5.0	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/paul_pendergast/lover's_discourse_2010
1951	Othello	Phill Freeman	5.8	Una buena película para ver con tu pareja	https.//forummovies.org/reviews/phill_freeman/othello_1951
1928	The Farmer's Wife	Paula Lago	4.8	Me gustó mucho y disfruté viéndola	https.//cinemanía.com/paula/paula_lago/the_farmer's_wife_1928
1989	The Weirdo	Phill Freeman	4.0	Una película aburrida	https.//forummovies.org/reviews/phill_freeman/the_weirdo_1989
1997	Speed 2: Cruise Control	Luisa Molina	2.9	Una película aburrida	https.//foro_pelis.es/luisam/luisa_molina/speed_2:_cruise_control_1997
2019	Silo	Phill Freeman	4.8	Me gustó mucho y disfruté viéndola	https.//forummovies.org/reviews/phill_freeman/silo_2019
2012	Les Misu00e9rables	Luisa Molina	6.4	Una buena película para ver con tu pareja	https.//foro_pelis.es/luisam/luisa_molina/les_misu00e9rables_2012
